ccode,country,year,repdem,rights,access,judind,conpower,standing,judrev,purge,pack,comp
290,POL,1991,0.866,19,0.854,1,0,0,1.907,1.468,1.652,2.134
290,POL,1992,0.884,0,0.854,1,0,0.5,1.907,1.468,1.652,2.134
290,POL,1993,0.885,0,0.956,1,0,0.5,1.907,1.468,1.652,2.134
290,POL,1994,0.89,0,0.956,1,0,0.5,1.907,1.468,1.652,2.134
290,POL,1995,0.889,0,0.956,1,0,0.5,1.907,1.468,1.652,2.134
290,POL,1996,0.882,0,0.956,1,0,0.5,1.907,1.468,1.652,2.134
290,POL,1997,0.871,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,1998,0.88,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,1999,0.88,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2000,0.88,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2001,0.881,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2002,0.881,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2003,0.881,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2004,0.881,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2005,0.883,36,0.956,1,2,1,1.907,1.468,1.652,2.134
290,POL,2006,0.874,36,0.956,1,2,1,1.907,1.468,1.652,1.998
290,POL,2007,0.873,36,0.956,1,2,1,1.907,1.468,1.652,1.998
290,POL,2008,0.891,36,0.956,1,2,1,1.907,1.468,1.652,2.131
290,POL,2009,0.891,36,0.956,1,2,1,1.907,1.468,1.652,2.131
290,POL,2010,0.893,36,0.951,1,2,1,1.907,1.468,1.652,2.131
290,POL,2011,0.894,36,0.951,1,2,1,1.907,1.468,1.652,2.051
290,POL,2012,0.89,36,0.951,1,2,1,1.907,1.468,1.652,2.051
290,POL,2013,0.888,36,0.938,1,2,1,1.907,1.468,1.652,2.051
290,POL,2014,0.88,36,0.942,1,2,1,1.907,1.468,1.652,2.051
290,POL,2015,0.873,36,0.942,1,2,1,1.907,0.72,0.144,1.483
290,POL,2016,0.729,36,0.889,1,2,1,1.907,0.753,-0.213,0.362
290,POL,2017,0.69,36,0.819,1,2,1,1.907,0.363,-0.348,0.768
290,POL,2018,0.688,36,0.784,1,2,1,1.907,-0.72,-0.996,0.768
290,POL,2019,0.688,36,0.784,1,2,1,1.907,-0.525,-1.095,0.5
290,POL,2020,0.617,36,0.731,1,2,1,1.907,-0.611,-1.091,0.603
290,POL,2021,0.583,36,0.698,1,2,1,1.907,-1.157,-1.214,0.356
310,HUN,1991,0.852,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1992,0.852,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1993,0.852,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1994,0.85,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1995,0.849,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1996,0.849,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1997,0.849,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1998,0.846,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,1999,0.847,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2000,0.847,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2001,0.847,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2002,0.852,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2003,0.853,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2004,0.853,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2005,0.853,36,0.942,1,1,1,1.839,1.351,1.128,1.446
310,HUN,2006,0.831,36,0.886,1,1,1,1.839,1.181,1.128,1.557
310,HUN,2007,0.854,36,0.942,1,1,1,1.839,1.338,1.128,1.557
310,HUN,2008,0.854,36,0.942,1,1,1,1.839,1.338,1.128,1.557
310,HUN,2009,0.854,36,0.942,1,1,1,1.839,1.338,1.128,1.437
310,HUN,2010,0.805,36,0.895,1,1,1,1.839,0.717,0.398,1.018
310,HUN,2011,0.783,39,0.895,1,2,1,1.839,-0.656,-0.282,1.018
310,HUN,2012,0.779,39,0.895,1,2,1,1.839,-0.344,-0.282,1.018
310,HUN,2013,0.734,39,0.853,1,2,1,1.839,1.32,0.855,1.018
310,HUN,2014,0.666,39,0.853,1,2,1,1.839,1.32,0.855,1.018
310,HUN,2015,0.621,39,0.853,1,2,1,1.839,1.014,0.855,1.018
310,HUN,2016,0.606,39,0.853,1,2,1,1.839,1.014,0.855,1.018
310,HUN,2017,0.561,39,0.877,1,2,1,1.839,0.497,0.855,1.018
310,HUN,2018,0.483,39,0.864,1,2,1,1.839,0.497,0.172,1.018
310,HUN,2019,0.466,39,0.864,1,2,1,1.839,0.838,0.172,1.018
310,HUN,2020,0.46,39,0.864,1,2,1,1.839,1.42,0.001,0.989
310,HUN,2021,0.455,39,0.864,1,2,1,1.839,1.42,0.001,0.989
316,CZR,1993,0.897,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1994,0.897,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1995,0.897,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1996,0.897,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1997,0.897,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1998,0.889,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,1999,0.882,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,2000,0.882,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,2001,0.882,34,0.957,1,4,1,1.844,1.846,1.727,2.082
316,CZR,2002,0.891,32,0.957,1,3,1,1.844,1.846,1.727,2.082
316,CZR,2003,0.898,32,0.957,1,3,1,1.844,1.846,1.727,2.082
316,CZR,2004,0.899,32,0.957,1,3,1,1.844,1.575,1.727,2.082
316,CZR,2005,0.899,32,0.957,1,3,1,1.844,1.575,1.727,2.082
316,CZR,2006,0.904,32,0.966,1,3,1,1.844,1.575,1.727,2.082
316,CZR,2007,0.905,32,0.966,1,3,1,1.844,1.736,1.727,2.082
316,CZR,2008,0.905,32,0.966,1,3,1,1.844,1.736,1.727,2.082
316,CZR,2009,0.894,32,0.966,1,3,1,1.844,1.736,1.727,2.082
316,CZR,2010,0.889,32,0.966,1,3,1,1.844,1.465,1.727,1.604
316,CZR,2011,0.898,32,0.966,1,3,1,1.844,1.465,1.727,1.604
316,CZR,2012,0.898,32,0.966,1,3,1,1.844,1.465,1.727,2.155
316,CZR,2013,0.876,32,0.966,1,3,1,1.844,1.391,1.727,2.155
316,CZR,2014,0.864,32,0.966,1,3,1,1.844,1.391,1.727,2.072
316,CZR,2015,0.864,32,0.966,1,3,1,1.844,1.54,1.727,2.072
316,CZR,2016,0.864,32,0.95,1,3,1,1.844,1.54,0.237,2.072
316,CZR,2017,0.843,32,0.959,1,3,1,1.844,1.238,0.237,1.537
316,CZR,2018,0.823,32,0.959,1,3,1,1.844,1.621,0.237,1.537
316,CZR,2019,0.819,32,0.959,1,3,1,1.844,1.621,0.237,1.537
316,CZR,2020,0.822,32,0.989,1,3,1,1.844,1.621,0.237,1.714
316,CZR,2021,0.805,32,0.984,1,3,1,1.844,1.621,0.237,1.325
317,SLO,1993,0.76,38,0.947,1,4,1,1.771,1.357,1.553,1.32
317,SLO,1994,0.715,38,0.904,1,4,1,1.771,1.033,0.299,0.804
317,SLO,1995,0.713,38,0.904,1,4,1,1.771,1.033,0.299,0.67
317,SLO,1996,0.713,38,0.904,1,4,1,1.771,1.033,0.299,0.67
317,SLO,1997,0.713,38,0.904,1,4,1,1.771,1.033,0.299,0.67
317,SLO,1998,0.777,38,0.944,1,4,1,1.771,1.033,0.299,1.732
317,SLO,1999,0.85,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2000,0.854,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2001,0.854,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2002,0.853,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2003,0.852,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2004,0.853,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2005,0.853,38,0.944,1,4,1,1.771,1.698,1.774,1.785
317,SLO,2006,0.824,38,0.944,1,4,1,1.771,0.937,1.316,1.785
317,SLO,2007,0.835,38,0.932,1,4,1,1.771,0.937,1.316,1.699
317,SLO,2008,0.841,38,0.932,1,4,1,1.771,0.937,1.316,1.699
317,SLO,2009,0.843,38,0.932,1,4,1,1.771,0.937,1.316,1.699
317,SLO,2010,0.858,38,0.932,1,4,1,1.771,1.604,1.316,1.685
317,SLO,2011,0.86,38,0.945,1,4,1,1.771,1.709,1.316,1.685
317,SLO,2012,0.848,38,0.945,1,4,1,1.771,1.709,1.316,1.265
317,SLO,2013,0.838,38,0.933,1,4,1,1.771,2.128,1.316,1.265
317,SLO,2014,0.842,38,0.933,1,4,1,1.771,2.128,1.316,1.265
317,SLO,2015,0.845,38,0.933,1,4,1,1.771,1.799,1.316,1.265
317,SLO,2016,0.844,38,0.932,1,4,1,1.771,1.228,1.316,1.265
317,SLO,2017,0.838,38,0.922,1,4,1,1.771,1.228,1.316,1.566
317,SLO,2018,0.815,38,0.909,1,4,1,1.771,1.228,1.316,1.566
317,SLO,2019,0.843,38,0.898,1,4,1,1.771,1.228,1.316,1.566
317,SLO,2020,0.851,38,0.96,1,4,1,1.771,1.157,1.697,2.028
317,SLO,2021,0.856,38,0.96,1,4,1,1.771,0.677,1.697,2.028
339,ALB,1998,0.386,37,0.785,1,4,1,1.942,-0.812,-0.893,0.837
339,ALB,1999,0.389,37,0.81,1,4,1,1.942,-0.436,-0.253,0.837
339,ALB,2000,0.401,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2001,0.433,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2002,0.477,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2003,0.482,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2004,0.474,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2005,0.505,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2006,0.536,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2007,0.54,37,0.89,1,4,1,1.942,0.67,0.236,0.602
339,ALB,2008,0.538,37,0.89,1,4,1,1.942,0.428,0.236,0.602
339,ALB,2009,0.534,37,0.924,1,4,1,1.942,0.428,0.236,0.602
339,ALB,2010,0.535,37,0.91,1,4,1,1.942,0.428,0.236,0.602
339,ALB,2011,0.535,37,0.91,1,4,1,1.942,0.428,0.236,0.602
339,ALB,2012,0.53,37,0.91,1,4,1,1.942,0.428,0.236,0.602
339,ALB,2013,0.508,37,0.885,1,4,1,1.942,1.271,0.978,1.036
339,ALB,2014,0.509,37,0.885,1,4,1,1.942,1.271,0.978,1.311
339,ALB,2015,0.509,37,0.885,1,4,1,1.942,1.271,0.978,1.311
339,ALB,2016,0.51,37,0.885,1,4,1,1.942,1.271,0.978,1.311
339,ALB,2017,0.52,37,0.834,1,4,1,1.942,0.94,0.978,1.015
339,ALB,2018,0.498,37,0.834,1,4,1,1.942,0.516,0.978,0.953
339,ALB,2019,0.486,37,0.884,1,4,1,1.942,0.607,0.69,0.953
339,ALB,2020,0.493,37,0.884,1,4,1,1.942,0.607,0.69,0.953
339,ALB,2021,0.489,37,0.856,1,4,1,1.942,0.885,1.147,0.953
340,SER,1992,0.23,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1993,0.273,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1994,0.273,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1995,0.273,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1996,0.277,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1997,0.28,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1998,0.281,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,1999,0.281,31,0.73,0,3,1,0.908,-2.815,0.572,0.125
340,SER,2000,0.365,31,0.856,0,3,1,0.908,-2.815,0.572,0.125
340,SER,2001,0.593,31,0.862,0,3,1,0.908,-1.93,1.155,0.984
340,SER,2002,0.617,31,0.862,0,3,1,0.908,0.698,1.155,0.984
340,SER,2003,0.657,35,0.862,1,3,0,0.908,0.698,1.155,0.984
340,SER,2004,0.639,35,0.862,1,3,0,0.908,0.698,1.155,0.984
340,SER,2005,0.639,35,0.862,1,3,0,0.908,0.698,1.155,0.984
340,SER,2006,0.642,40,0.862,1,3,1,0.908,0.698,1.155,0.984
340,SER,2007,0.634,40,0.862,1,3,1,0.908,0.698,1.155,1.195
340,SER,2008,0.638,40,0.862,1,0,1,0.908,0.375,1.557,1.195
340,SER,2009,0.634,40,0.862,1,0,1,0.908,-0.799,1.557,1.195
340,SER,2010,0.618,40,0.862,1,0,1,0.908,-0.858,0.198,1.178
340,SER,2011,0.618,40,0.862,1,1,1,0.908,0.382,0.198,1.178
340,SER,2012,0.598,40,0.862,1,1,1,0.908,0.641,0.198,1.178
340,SER,2013,0.503,40,0.799,1,1,1,1.442,0.495,0.972,1.178
340,SER,2014,0.449,40,0.799,1,1,1,1.442,0.495,0.972,1.283
340,SER,2015,0.429,40,0.799,1,1,1,1.442,0.358,0.972,1.283
340,SER,2016,0.416,40,0.799,1,1,1,1.442,0.739,0.972,1.242
340,SER,2017,0.378,40,0.779,1,1,1,1.442,0.692,0.827,1.148
340,SER,2018,0.363,40,0.779,1,1,1,1.874,0.758,0.616,1.204
340,SER,2019,0.367,40,0.84,1,1,1,1.874,1.286,0.616,1.23
340,SER,2020,0.357,40,0.834,1,1,1,1.874,1.286,0.616,1.178
340,SER,2021,0.348,40,0.825,1,1,1,0.875,1.214,0.616,1.23
341,MNG,2006,0.497,34,0.687,1,3,1,1.687,1.382,1.681,1.384
341,MNG,2007,0.49,43,0.836,1,3,1,1.687,1.382,1.681,1.384
341,MNG,2008,0.501,43,0.836,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2009,0.505,43,0.836,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2010,0.505,43,0.836,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2011,0.505,43,0.836,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2012,0.502,43,0.836,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2013,0.477,43,0.835,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2014,0.469,43,0.835,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2015,0.469,43,0.835,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2016,0.466,43,0.835,1,3,1,1.687,0.964,1.681,1.384
341,MNG,2017,0.45,43,0.812,1,3,1,1.687,1.656,1.681,1.384
341,MNG,2018,0.462,43,0.812,1,3,1,1.687,1.124,1.681,1.384
341,MNG,2019,0.462,43,0.812,1,3,1,1.687,1.124,1.681,1.384
341,MNG,2020,0.481,43,0.812,1,3,1,1.687,1.124,1.681,1.384
341,MNG,2021,0.507,43,0.812,1,3,1,1.687,1.045,1.681,1.384
343,MAC,1992,0.274,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1993,0.278,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1994,0.32,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1995,0.456,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1996,0.47,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1997,0.482,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1998,0.514,32,0.689,1,2,1,1.525,0.551,1.392,1.12
343,MAC,1999,0.566,32,0.689,1,2,1,1.525,0.792,1.392,1.12
343,MAC,2000,0.458,32,0.689,1,2,1,1.525,0.792,1.392,1.12
343,MAC,2001,0.449,32,0.689,1,2,1,1.525,0.451,1.392,1.017
343,MAC,2002,0.527,32,0.778,1,2,1,1.525,0.451,1.392,1.017
343,MAC,2003,0.608,32,0.761,1,2,1,1.525,0.451,1.392,1.017
343,MAC,2004,0.619,32,0.761,1,2,1,1.525,0.451,1.392,1.017
343,MAC,2005,0.609,32,0.761,1,2,1,1.525,0.451,1.392,1.017
343,MAC,2006,0.6,32,0.755,1,2,1,1.525,0.451,1.392,0.684
343,MAC,2007,0.583,32,0.755,1,2,1,1.525,0.357,1.246,0.524
343,MAC,2008,0.552,32,0.741,1,2,1,1.525,0.357,0.884,0.524
343,MAC,2009,0.531,32,0.741,1,2,1,1.525,-0.279,0.509,0.114
343,MAC,2010,0.522,32,0.754,1,2,1,1.525,-0.332,0.481,-0.15
343,MAC,2011,0.477,32,0.739,1,2,1,1.525,-0.439,0.772,-0.25
343,MAC,2012,0.452,32,0.738,1,2,1,1.525,-0.494,0.772,-0.003
343,MAC,2013,0.444,32,0.697,1,2,1,0.692,-0.427,1.015,-0.583
343,MAC,2014,0.445,32,0.697,1,2,1,0.692,-0.272,1.015,-0.583
343,MAC,2015,0.442,32,0.691,1,2,1,0.692,-0.272,1.015,-0.583
343,MAC,2016,0.45,32,0.691,1,2,1,0.692,-0.448,1.015,-0.583
343,MAC,2017,0.547,32,0.722,1,2,1,0.692,-0.191,1.09,0.225
343,MAC,2018,0.579,32,0.705,1,2,1,0.692,0.195,0.945,0.285
343,MAC,2019,0.599,32,0.69,1,2,1,0.692,0.262,1.481,0.469
343,MAC,2020,0.596,32,0.675,1,2,1,0.968,0.233,1.481,0.284
343,MAC,2021,0.585,32,0.675,1,2,1,0.968,0.233,1.247,0.446
344,CRO,1991,0.245,36,0.596,1,3,0,1.666,-3.293,-2.389,0.722
344,CRO,1992,0.3,36,0.619,1,3,0,1.666,-1.447,-2.389,0.36
344,CRO,1993,0.374,36,0.619,1,3,0,1.666,-1.447,-2.389,0.36
344,CRO,1994,0.382,36,0.619,1,3,0,1.666,-1.447,-2.389,0.509
344,CRO,1995,0.383,36,0.619,1,3,0,1.666,-1.447,-2.389,0.509
344,CRO,1996,0.405,36,0.695,1,3,0,1.666,-1.447,-1.195,0.509
344,CRO,1997,0.418,36,0.721,1,3,0,1.666,-1.173,-0.964,0.509
344,CRO,1998,0.425,36,0.721,1,3,0,1.666,-1.173,-0.964,0.509
344,CRO,1999,0.433,36,0.721,1,3,0,1.666,-1.173,-0.964,0.509
344,CRO,2000,0.77,36,0.853,1,3,0,1.666,0.612,1.329,1.198
344,CRO,2001,0.769,36,0.853,1,3,1,1.666,0.612,1.329,1.198
344,CRO,2002,0.767,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2003,0.77,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2004,0.752,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2005,0.77,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2006,0.773,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2007,0.782,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2008,0.782,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2009,0.789,36,0.853,1,3,1,1.666,1.258,1.329,1.198
344,CRO,2010,0.844,36,0.822,1,3,1,1.666,1.258,1.329,1.666
344,CRO,2011,0.854,36,0.822,1,3,1,1.666,1.258,1.329,1.666
344,CRO,2012,0.851,36,0.822,1,3,1,1.666,1.258,1.329,1.666
344,CRO,2013,0.835,36,0.826,1,3,1,1.666,1.341,1.329,1.535
344,CRO,2014,0.828,36,0.826,1,3,1,1.666,1.341,1.329,1.535
344,CRO,2015,0.814,36,0.826,1,3,1,1.666,1.341,1.329,1.535
344,CRO,2016,0.766,36,0.826,1,3,1,1.666,1.341,0.355,1.535
344,CRO,2017,0.743,36,0.847,1,3,1,1.666,1.341,1.347,1.535
344,CRO,2018,0.736,36,0.86,1,3,1,1.666,1.341,1.347,1.535
344,CRO,2019,0.742,36,0.868,1,3,1,1.666,1.337,0.427,1.535
344,CRO,2020,0.765,36,0.859,1,3,1,1.666,1.487,1.616,1.535
344,CRO,2021,0.754,36,0.851,1,3,1,1.666,1.487,1.616,1.535
346,BOS,1995,0.191,16,0.31,0,0,0.5,-0.32,-2.31,1.648,-0.021
346,BOS,1996,0.27,16,0.538,0,0,0.5,0.343,-0.381,0.165,-0.021
346,BOS,1997,0.588,16,0.538,0,0,0.5,1.73,-0.381,0.165,0.208
346,BOS,1998,0.602,16,0.538,0,0,0.5,1.73,-0.28,0.165,0.208
346,BOS,1999,0.626,16,0.538,0,0,0.5,1.73,-0.28,0.165,0.208
346,BOS,2000,0.643,16,0.675,0,0,0.5,1.73,-0.151,0.165,-0.102
346,BOS,2001,0.657,16,0.714,0,0,0.5,1.73,-0.151,0.165,0.223
346,BOS,2002,0.654,16,0.714,0,0,0.5,1.73,-0.302,0.883,0.223
